date,timestamp,total_records,total_fields,overall_quality,id_completeness,id_missing_pct,crawl_job_id_completeness,crawl_job_id_missing_pct,s3_original_html_path_completeness,s3_original_html_path_missing_pct,crawled_at_completeness,crawled_at_missing_pct,title_completeness,title_missing_pct,reviewer_completeness,reviewer_missing_pct,published_date_raw_completeness,published_date_raw_missing_pct,published_date_completeness,published_date_missing_pct,content_completeness,content_missing_pct,album_info_completeness,album_info_missing_pct,youtube_info_completeness,youtube_info_missing_pct,personnel_completeness,personnel_missing_pct,rating_completeness,rating_missing_pct,track_listing_completeness,track_listing_missing_pct,is_fully_complete_completeness,is_fully_complete_missing_pct,is_processed_completeness,is_processed_missing_pct,processing_error_completeness,processing_error_missing_pct,created_at_completeness,created_at_missing_pct,updated_at_completeness,updated_at_missing_pct
2026-05-17,2026-05-17T18:00:45.107916,28426,19,92.49389921013749,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,94.88848237529022,5.111517624709773,67.09702385140363,32.90297614859636,100.0,0.0,95.39857876591853,4.601421234081475,100.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0
